product_name,image_count,product_text
Goldfish Floating Pellet,1,"Description:TetraColor  Floating Goldfish Granules is nutritionally balanced with added vitamins  and natural color-enhancers for optimal health and coloration.Features & Benefits:Sinking granules with natural color enhancers for goldfish.Nutritionally balanced goldfish food for optimal health & colouration.Added vitamins & nutrients including Vitamin C supports goldfish immune system.

Spirulina maxima algae (6%) and other natural color-enhancers help  promote the development of natural pink to orange-red colors. Slowly sinking morsels allow goldfish to feed in mid- and bottom water.Ingredients:Wheat, Starch,  Corn Flour, Feeding Oat Meal, Fish Meal, Dehulled Soy Bean Meal, Algae  Meal, Wheat Gluten, Wheat Germ Meal, Dehydrated Alfalfa Meal, Shrimp  Meal, Dried Yeast, Monobasic Calcium Phosphate, Soybean Oil, Fish Oil,  Lecithin, Yeast Extract, Ribo-Flavin-5-Phosphate, Ascorbic Acid (source  of Vitamin C), Inositol, L-Ascorbyl-2-Polyphosphate (stabilized Vitamin  C), Niacin, A-Tocopherol-Acetate, D-Calcium Pantothenate, Thiamine  Mononitrate, Pyridoxine Hydrochloride, Vitamin A Palmitate, Menadione  Sodium Bisulfate Complex, Biotin, Folic Acid, Vitamin B12 Supplement,  Cholecalciferol (source of Vitamin D3), Manganese Sulfate, Zinc Sulfate,  Ferrous Sulfate and Cobalt Acetate. Colors includes: Beta-Carotene and  Annatto Extract. Ethoxyquin and Citric Acid both as Preservative.Guaranteed Analysis:Crude Protein Min. 34%Crude Fat Min. 6%Crude Fiber Max. 2%Moisture Max. 8%Ash Max. 1%Phosphorus Min. 0.8%Suitable For:Carnivorous and Omnivorous Marine and Fresh fi"
Tetramin Tropical Crisps,1,"Description:Super  premium Crisps food technology provides maximum nutrition - healthy,  easily digestible protein, vitamins and carbohydrates that bring out the  best appearance in your fish. This unique food innovation offers  unparalleled benefits in terms of reduced waste, improved tank clarity,  feeding convenience and fish appearance and acceptance. Net Wt.:14g33g

Features & Benefits:
Uniquely-shaped premium tropical aquarium fish food with concentrated centers.Uniform crisp size allows easy monitoring to take the guesswork out of feeding your fish.Fortified fish food improves tank clarity, feeding convenience and fish appearance and acceptance.Ingredients:Fish meal, dried  yeast, cornstarch, shrimp meal, wheat gluten, ground brown rice, potato  protein, soybean oil, de-hulled soybean meal, fish oil, guar gum, dried  skimmed milk, sorbitol, algae meal, lecithin, krill, L-carnitine,  ascorbic acid (source of Vitamin C), inositol, niacin,  l-ascorbyl-2-polphosphate (stabilized Vitamin C), a-tocopherol-acetate  (source of Vitamin E), riboflavin-5-phosphate, d-calcium pantothenate,  thiamine mononitrate, pyridoxine hydrochloride, Vitamin A palmitate,  folic acid, menadione sodium bisulfite complex, biotin, cyanocobalamin  (source of Vitamin B12), cholecalciferol (source of Vitamin D3),  manganese sulfate, zinc sulfate, ferrous sulfate, cobalt nitrate. Color  includes: canthaxanthin, blue 2 lake, red 3 dye, yellow 5 lake, yellow 6  lake. Ethoxyquin and citric acid both as preservatives.Guaranteed Analysis:Crude Protein: Min. 45%Crude Fat: Min. 12%Crude Fiber: Max. 3%Moisture: Min. 9%Phosphorus: Min. 1.2%Usage:As a general rule,  feed two to three times daily, as much as your fish can eat within  three minutes. For example: Feed one crisp per one inch fish per  feeding. Does not cloud water when used as directe"
Tetracolor Tropical Flakes,1,"Description:This natural colour-enhancing food is a wonderful supplement to the diet  of any tropical fish. TetraColor Tropical Flakes promote beautiful colour in all tropical fish and can be fed daily. Enhanced with vitamin C and the patented health-enhancing ProCare from TetraMin.Net Wt.:30g75g300g

Features & Benefits:
Designed to help promote development of natural pink to orange-red colours of tropical fish.Patented ProCare formula helps support fish's immune system for optimal health and long fish life.Scientifically developed mix of highly nutritious ingredients plus vitamins, minerals and trace elements.Does not cloud water when used as directed.Ingredients:Fish Meal, Ground Brown Rice, Torula Dried Yeast, Shrimp Meal, Wheat  Gluten, Dried Potato Products, Soybean Oil, Fish Oil, Algae Meal,  Gelatin, Sorbitol, Lecithin, Dehulled Soybean Meal, Feeding Oat Meal,  L-Ascorbyl-2-Polyphosphate (Vitamin C). Artificial Colors (Including  Blue 2 And Yellow 5). Ethoxyquin As A Preservative.Guaranteed Analysis:Crude Protein: Min. 49%Crude Fat: Min. 10%Crude Fiber: Max. 2%Moisture: Min. 6%Phosphorous: Min. 1.3%Usage:Feed two to three times daily only as much as your fish can consume within several minutes"
ADP Super G,1,"Description:This special food will enhance full fish colour with in a short time. Fish colour improvement will be noticed in 7 days.Net Wt.:50g150gFeatures & Benefits:A very special high protein granular food added with high concentration of Probiotic and Spirulina.Formulated to enhance every colour on all kinds of fish such as blue, green, black, platinum, yellow etc.Probiotic and Spirulina will give all kinds of fish their natural colour.

Ingredients:Fish meal, Wheat,  Fish Oil, Wheat gluten, Yeast, Fish extract, Vitamins, PSB, Enzyme,  Probiotic, Spirulina, ethonyquin as a preservative.Guaranteed Analysis:Crude Protein Min. 55%Crude Fat Min. 10%Crude Fiber Max. 2%Moisture Max. 8%Suitable for:Small fish like neons, cardinal tetra's, rasboras, guppies, fighting fish, cichlids and all kinds of fis"
ADP Super R,1,"Description:ADP Super R is an enhancer food Pellet A very special high protein granular food added  with high concentration of Probiotic and Astazanthin, formulated to  enhance red colour on all kinds of fish which has a red base.Net Wt.:50g150gFeatures & Benefits:A very special high protein granular food added with high concentration of Probiotic and Astazanthin, formulated to enhance red colour on all kinds of fish which has a red base.This food does not contain sex hormone and is suitable for small size fish like tetra, rasboras, guppies and all kinds of small red colour fish.

Ingredients:Fish meal, Wheat,  Fish Oil, Maize gluten, wheat gluten, Yeast, Fish Extract, Vitamins,  PSB, Enzyme, Probiotic, Astaxanthin, Ethoxyquin (as a preservative).Guaranteed Analysis:Crude Protein Min. 55%Crude Fat Min. 10%Crude Fiber Max. 2%Moisture Max. "
FreshWater Master Test Kit,1,"Description:
The API® Freshwater Master Test Kit measures the 4 most  important levels in freshwater aquariums quickly and accurately,  including pH, high range pH, ammonia, nitrite, and nitrate. With  scientific accuracy for professional results, the reusable Freshwater  Master Test Kit comes with 4 glass test tubes with snap-tight caps and a  convenient holding tub for easy storage. Also includes a step-by-step  instruction booklet with a color chart that provides information on how  to correct unsafe water conditions. 

We recommend that you take a  few minutes each week to monitor your aquarium conditions and create a  better underwater world for your fish. Testing your aquarium water has  never been so easy or accurate!

Size:
Contains 800 tests and includes 7 test solutions, easy-to-ready instructions, glass test tubes and color char"
Nitrate Test Kit,1,"Description:
Use the API® Nitrate Test Kit to ensure that the nitrate  levels in your tank are safe and healthy for your fish. The Nitrate Test  Kit reads parameters from 0 to 160 ppm, and contains 2 bottles of  liquid test reagent, 2 color cards for easy comparison, 1 glass test  tube with a snap-tight cap, and step-by-step instructions on how to  correct unsafe conditions. It may be used for both fresh and saltwater  aquariums.

We recommend that you take a few minutes each week to  monitor your aquarium conditions and create a better underwater world  for your fish. Testing your aquarium water has never been so easy or  accurate!

Size:
Contains 90 tests and includes 2 test solutions, easy-to-ready instructions, glass test tube and color char"
Nitrite Test Kit,1,"Description:
Nitrite is produced in the aquarium in the forms of fish waste,  uneaten food, and by nitrifying bacteria in your aquarium’s natural  cycle as it breaks down ammonia. Low levels of nitrite inhibit  respiration and suppress the immune system, while high levels cause  suffocation in fish. The API® Nitrite Test Kit reads nitrite  levels quickly and accurately in your tank, and tests parameters from 0  to 5 ppm. With the Nitrite Test Kit, you can be sure that nitrite levels  in your aquarium are always safe for your fish!

We recommend that you take a few minutes each week to monitor your  aquarium conditions and create a better underwater world for your fish.  Testing your aquarium water has never been so easy or accurate! 

Size:
Contains 180 tests and includes 1 test solution, easy-to-ready instructions, glass test tube and color char"
PH Test Kit,1,"Description:
The API® pH Test Kit monitors pH to maintain healthy  freshwater conditions in your tank. pH control is imperative to prevent  the harmful effects of overly alkaline or acidic aquarium water on fish  and plant life, so take a few minutes each week to maintain and monitor  your pH conditions with this easy-to-use kit! Tests read pH from 6.0 –  7.6, and will help you quickly and easily determine whether your levels  are too high or too low.

We recommend that you take a few minutes each week to monitor your  aquarium conditions and create a better underwater world for your fish.  Testing your aquarium water has never been so easy or accurate!

Size:
Contains 250 tests and includes 1 test bottle, easy-to-ready instructions, glass test tube and color char"
Ammonia Test Kit,1,"Description:
The API® Ammonia Test Kit measures ammonia to help prevent  fish loss, as ammonia is the number one stressor and killer of tropical  fish. Ammonia is released into an aquarium in the forms of uneaten food,  decaying organic matter, and when fish release it through their gills,  urine, and solid waste.

The API Ammonia Test  Kit is a mercury-free, salicylate test for fresh and saltwater fish, and  levels ammonia levels from 0 to 8 ppm.

We  recommend that you take a few minutes each week to monitor your aquarium  conditions and create a better underwater world for your fish. Testing  your aquarium water has never been so easy or accurate!

Size:
Contains 130 tests and includes 2 test solutions, easy-to-ready instructions, glass test tube and 2 color chart"
Easy PH Test,1,Sold O
1 Year Combo Alert,1,"Description:
Seachem 1 Year Combo Alert is a constant updating indicator for pH and Ammonia.

Features & Benefits:
Freshwater PH and Ammonia ReadingsSeachem Sensor TechnologyContinuously Monitors Ammonia and Freshwater PHNo Tests, No StripsIn the absence of free ammonia the unit will assume a yellow or faint yellow-green color. It is normal for the dry sensor to have a greenish hue. It may take up to a few days for a dry sensor to equilibrate with the water.

No sampling of water, chemicals, or test procedures are  required. The presence of the free ammonia is detectable continuously  with a response time of about 15 minutes. Response to decreasing ammonia  is slower, requiring about 4 hours to go from TOXIC to SAFE on removal  of ammonia. Ammonia Alert® lasts over 9 times as long as competing  products (over a year compared to 4-6 weeks). Ammonia Alert® is also  almost half the size of competing products (1.5"" x 2.5""). It's small,  clear, and unobtrusive, so it won't detract from the view of your  aquarium.InterpretationAs little as 0.02 mg/L of free ammonia will produce a  greenish hue on the detector surface. This corresponds to a total  ammonia (both ionized and free ammonia) of 0.25 mg/L in marine water at  pH 8.3. In freshwater at pH 7.0, this corresponds to 3.6 mg/L total  ammonia. Free ammonia is much more toxic than ionized ammonia. As free  ammonia, the ALERT color corresponds to about 0.05 mg/L, ALARM to about  0.2 mg/L, and TOXIC to about 0.5 mg/L. The ALERT concentration is  tolerated for several days, ALARM for a few days, and TOXIC is rapidly  harmful. For emergency ammonia removal, treat with AmGuard™. This product is not recommended for use at acid pH.CareNo care is required beyond removing algae with a clean,  soft material. Avoid touching the sensor with fingers, since skin oils  can damage it. Do not use bleach, soap, detergents or hard objects to  clean the sensor. Some dye medications may discolor the sensor.  Sensitivity improves with age, provided the unit is not allowed to dry  out, however, drying does not permanently impair the unit. For maximum  sensitivity, the unit should be read under natural daylight or daylight  simulating light. Red enhancing light minimizes green and blue hues,  decreasing the apparent sensitivity of the unit. The response of the  unit may be checked by holding it briefly over the mouth of an ammonia  bottle: color should develop rapidly.PH AlertpH Alert® is a unique color device designed to be placed in  the aquarium or filter and monitor pH continuously. A sensor changes  color reversibly to alert you shifts to in pH levels between 5.4 and  8.0. No tests, no strips, just constant readings. Freshwater Only.pH Alert® lasts up to 4 times as long as competing  products. pH Alert® is also almost half the size of competing products  (1.5"" x 2.5""). It's small, clear, and unobtrusive, so it won't detract  from the view of your aquarium.DirectionsSimply place pH Alert® visibly anywhere in the aquarium or  filter. It’s that easy. No chemicals or test procedures are required.  When first put in service, response time will be about 30 minutes.  Thereafter, pH shifts will register within ten minute"
